airport_group,timestamp,target_sched,flights_cnt,avg_duration,max_duration,passenger_share,cargo_share,charter_share,airline,dow,holiday,month,hournum,weekend,date,daily_flights_cnt,flights_cnt_prev,flights_cnt_next
E,2025-10-27 20:00:00,1,6,26.666666666666668,30.0,1.0,0.0,0.0,,0,False,10,20,0,2025-10-27,55,3,0
C,2025-10-27 20:00:00,1,3,25.0,35.0,1.0,0.0,0.0,,0,False,10,20,0,2025-10-27,22,2,2
A,2025-10-27 20:00:00,0,3,43.333333333333336,55.0,1.0,0.0,0.0,,0,False,10,20,0,2025-10-27,51,3,3
D,2025-10-27 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,0,False,10,20,0,2025-10-27,47,6,3
B,2025-10-27 21:00:00,0,1,35.0,35.0,1.0,0.0,0.0,,0,False,10,21,0,2025-10-27,52,2,1
E,2025-10-27 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,0,False,10,21,0,2025-10-27,55,6,2
G,2025-10-27 21:00:00,0,1,15.0,15.0,1.0,0.0,0.0,,0,False,10,21,0,2025-10-27,34,2,4
F,2025-10-27 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,0,False,10,21,0,2025-10-27,26,0,0
C,2025-10-27 21:00:00,1,2,20.0,20.0,1.0,0.0,0.0,,0,False,10,21,0,2025-10-27,22,3,0
A,2025-10-27 21:00:00,0,3,38.333333333333336,55.0,1.0,0.0,0.0,,0,False,10,21,0,2025-10-27,51,3,1
D,2025-10-27 21:00:00,1,3,56.666666666666664,65.0,1.0,0.0,0.0,,0,False,10,21,0,2025-10-27,47,0,2
F,2025-10-27 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,0,False,10,22,0,2025-10-27,26,0,0
E,2025-10-27 22:00:00,1,2,27.5,30.0,1.0,0.0,0.0,,0,False,10,22,0,2025-10-27,55,0,0
D,2025-10-27 22:00:00,1,2,60.0,65.0,1.0,0.0,0.0,,0,False,10,22,0,2025-10-27,47,3,0
G,2025-10-27 22:00:00,1,4,23.75,30.0,1.0,0.0,0.0,,0,False,10,22,0,2025-10-27,34,1,1
A,2025-10-27 22:00:00,0,1,65.0,65.0,1.0,0.0,0.0,,0,False,10,22,0,2025-10-27,51,3,0
C,2025-10-27 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,0,False,10,22,0,2025-10-27,22,2,0
B,2025-10-27 22:00:00,0,1,70.0,70.0,1.0,0.0,0.0,,0,False,10,22,0,2025-10-27,52,1,0
C,2025-10-27 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,0,False,10,23,0,2025-10-27,22,0,0
B,2025-10-27 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,0,False,10,23,0,2025-10-27,52,1,0
F,2025-10-27 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,0,False,10,23,0,2025-10-27,26,0,0
D,2025-10-27 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,0,False,10,23,0,2025-10-27,47,2,0
G,2025-10-27 23:00:00,0,1,30.0,30.0,1.0,0.0,0.0,,0,False,10,23,0,2025-10-27,34,4,0
E,2025-10-27 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,0,False,10,23,0,2025-10-27,55,2,0
A,2025-10-27 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,0,False,10,23,0,2025-10-27,51,1,0
D,2025-10-28 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,0,0,2025-10-28,47,0,0
F,2025-10-28 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,0,0,2025-10-28,26,0,0
B,2025-10-28 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,0,0,2025-10-28,57,0,0
G,2025-10-28 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,0,0,2025-10-28,37,1,0
E,2025-10-28 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,0,0,2025-10-28,55,0,0
C,2025-10-28 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,0,0,2025-10-28,22,0,0
A,2025-10-28 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,0,0,2025-10-28,51,0,0
E,2025-10-28 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,1,0,2025-10-28,55,0,0
A,2025-10-28 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,1,0,2025-10-28,51,0,0
C,2025-10-28 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,1,0,2025-10-28,22,0,0
G,2025-10-28 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,1,0,2025-10-28,37,0,0
B,2025-10-28 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,1,0,2025-10-28,57,0,0
D,2025-10-28 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,1,0,2025-10-28,47,0,0
F,2025-10-28 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,1,0,2025-10-28,26,0,0
A,2025-10-28 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,2,0,2025-10-28,51,0,0
E,2025-10-28 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,2,0,2025-10-28,55,0,0
G,2025-10-28 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,2,0,2025-10-28,37,0,2
F,2025-10-28 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,2,0,2025-10-28,26,0,0
B,2025-10-28 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,2,0,2025-10-28,57,0,0
D,2025-10-28 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,2,0,2025-10-28,47,0,0
C,2025-10-28 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,2,0,2025-10-28,22,0,0
E,2025-10-28 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,3,0,2025-10-28,55,0,0
D,2025-10-28 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,3,0,2025-10-28,47,0,0
B,2025-10-28 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,3,0,2025-10-28,57,0,3
G,2025-10-28 03:00:00,1,2,35.0,35.0,1.0,0.0,0.0,,1,False,10,3,0,2025-10-28,37,0,5
F,2025-10-28 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,3,0,2025-10-28,26,0,0
A,2025-10-28 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,3,0,2025-10-28,51,0,2
C,2025-10-28 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,3,0,2025-10-28,22,0,0
F,2025-10-28 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,4,0,2025-10-28,26,0,0
B,2025-10-28 04:00:00,1,3,53.333333333333336,70.0,1.0,0.0,0.0,,1,False,10,4,0,2025-10-28,57,0,5
E,2025-10-28 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,4,0,2025-10-28,55,0,2
G,2025-10-28 04:00:00,1,5,25.0,35.0,1.0,0.0,0.0,,1,False,10,4,0,2025-10-28,37,2,0
D,2025-10-28 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,4,0,2025-10-28,47,0,3
A,2025-10-28 04:00:00,1,2,47.5,65.0,1.0,0.0,0.0,,1,False,10,4,0,2025-10-28,51,0,6
C,2025-10-28 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,4,0,2025-10-28,22,0,5
C,2025-10-28 05:00:00,1,5,25.0,30.0,1.0,0.0,0.0,,1,False,10,5,0,2025-10-28,22,0,1
E,2025-10-28 05:00:00,1,2,30.0,30.0,1.0,0.0,0.0,,1,False,10,5,0,2025-10-28,55,0,4
B,2025-10-28 05:00:00,1,5,54.0,70.0,1.0,0.0,0.0,,1,False,10,5,0,2025-10-28,57,3,0
G,2025-10-28 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,5,0,2025-10-28,37,5,1
D,2025-10-28 05:00:00,1,3,58.333333333333336,65.0,1.0,0.0,0.0,,1,False,10,5,0,2025-10-28,47,0,0
F,2025-10-28 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,5,0,2025-10-28,26,0,4
A,2025-10-28 05:00:00,1,6,41.666666666666664,65.0,1.0,0.0,0.0,,1,False,10,5,0,2025-10-28,51,2,0
A,2025-10-28 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,6,0,2025-10-28,51,6,4
C,2025-10-28 06:00:00,0,1,30.0,30.0,1.0,0.0,0.0,,1,False,10,6,0,2025-10-28,22,5,1
E,2025-10-28 06:00:00,1,4,27.5,30.0,1.0,0.0,0.0,,1,False,10,6,0,2025-10-28,55,2,3
G,2025-10-28 06:00:00,0,1,40.0,40.0,1.0,0.0,0.0,,1,False,10,6,0,2025-10-28,37,0,6
B,2025-10-28 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,6,0,2025-10-28,57,5,2
D,2025-10-28 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,6,0,2025-10-28,47,3,3
F,2025-10-28 06:00:00,1,4,33.75,45.0,1.0,0.0,0.0,,1,False,10,6,0,2025-10-28,26,0,4
B,2025-10-28 07:00:00,1,2,65.0,70.0,1.0,0.0,0.0,,1,False,10,7,0,2025-10-28,57,0,6
A,2025-10-28 07:00:00,1,4,56.25,65.0,1.0,0.0,0.0,,1,False,10,7,0,2025-10-28,51,0,6
E,2025-10-28 07:00:00,1,3,28.333333333333332,30.0,1.0,0.0,0.0,,1,False,10,7,0,2025-10-28,55,4,5
F,2025-10-28 07:00:00,1,4,27.5,45.0,1.0,0.0,0.0,,1,False,10,7,0,2025-10-28,26,4,2
C,2025-10-28 07:00:00,0,1,40.0,40.0,1.0,0.0,0.0,,1,False,10,7,0,2025-10-28,22,1,2
G,2025-10-28 07:00:00,1,6,29.166666666666668,50.0,1.0,0.0,0.0,,1,False,10,7,0,2025-10-28,37,1,1
D,2025-10-28 07:00:00,1,3,56.666666666666664,65.0,1.0,0.0,0.0,,1,False,10,7,0,2025-10-28,47,0,6
E,2025-10-28 08:00:00,1,5,26.0,30.0,1.0,0.0,0.0,,1,False,10,8,0,2025-10-28,55,3,0
F,2025-10-28 08:00:00,1,2,22.5,25.0,1.0,0.0,0.0,,1,False,10,8,0,2025-10-28,26,4,0
G,2025-10-28 08:00:00,0,1,20.0,20.0,1.0,0.0,0.0,,1,False,10,8,0,2025-10-28,37,6,0
D,2025-10-28 08:00:00,1,6,45.833333333333336,65.0,1.0,0.0,0.0,,1,False,10,8,0,2025-10-28,47,3,0
C,2025-10-28 08:00:00,0,2,37.5,40.0,1.0,0.0,0.0,,1,False,10,8,0,2025-10-28,22,1,0
B,2025-10-28 08:00:00,1,6,56.666666666666664,70.0,1.0,0.0,0.0,,1,False,10,8,0,2025-10-28,57,2,3
A,2025-10-28 08:00:00,1,6,42.5,65.0,1.0,0.0,0.0,,1,False,10,8,0,2025-10-28,51,4,2
D,2025-10-28 09:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,9,0,2025-10-28,47,6,4
F,2025-10-28 09:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,9,0,2025-10-28,26,2,0
C,2025-10-28 09:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,9,0,2025-10-28,22,2,0
E,2025-10-28 09:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,9,0,2025-10-28,55,5,4
B,2025-10-28 09:00:00,1,3,51.666666666666664,70.0,1.0,0.0,0.0,,1,False,10,9,0,2025-10-28,57,6,7
A,2025-10-28 09:00:00,0,2,47.5,65.0,1.0,0.0,0.0,,1,False,10,9,0,2025-10-28,51,6,1
G,2025-10-28 09:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,9,0,2025-10-28,37,1,1
D,2025-10-28 10:00:00,1,4,50.0,65.0,1.0,0.0,0.0,,1,False,10,10,0,2025-10-28,47,0,1
F,2025-10-28 10:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,10,0,2025-10-28,26,0,3
C,2025-10-28 10:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,10,0,2025-10-28,22,0,0
A,2025-10-28 10:00:00,0,1,70.0,70.0,1.0,0.0,0.0,,1,False,10,10,0,2025-10-28,51,2,3
G,2025-10-28 10:00:00,0,1,15.0,15.0,1.0,0.0,0.0,,1,False,10,10,0,2025-10-28,37,0,2
E,2025-10-28 10:00:00,1,4,27.5,30.0,1.0,0.0,0.0,,1,False,10,10,0,2025-10-28,55,0,1
B,2025-10-28 10:00:00,1,7,57.857142857142854,70.0,1.0,0.0,0.0,,1,False,10,10,0,2025-10-28,57,3,4
G,2025-10-28 11:00:00,0,2,17.5,20.0,1.0,0.0,0.0,,1,False,10,11,0,2025-10-28,37,1,0
F,2025-10-28 11:00:00,1,3,20.0,20.0,1.0,0.0,0.0,,1,False,10,11,0,2025-10-28,26,0,5
E,2025-10-28 11:00:00,0,1,30.0,30.0,1.0,0.0,0.0,,1,False,10,11,0,2025-10-28,55,4,2
C,2025-10-28 11:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,11,0,2025-10-28,22,0,0
A,2025-10-28 11:00:00,0,3,66.66666666666667,70.0,1.0,0.0,0.0,,1,False,10,11,0,2025-10-28,51,1,2
D,2025-10-28 11:00:00,0,1,55.0,55.0,1.0,0.0,0.0,,1,False,10,11,0,2025-10-28,47,4,0
B,2025-10-28 11:00:00,1,4,60.0,70.0,1.0,0.0,0.0,,1,False,10,11,0,2025-10-28,57,7,0
D,2025-10-28 12:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,12,0,2025-10-28,47,1,2
E,2025-10-28 12:00:00,0,2,27.5,30.0,1.0,0.0,0.0,,1,False,10,12,0,2025-10-28,55,1,4
A,2025-10-28 12:00:00,0,2,65.0,65.0,1.0,0.0,0.0,,1,False,10,12,0,2025-10-28,51,3,1
F,2025-10-28 12:00:00,1,5,21.0,25.0,1.0,0.0,0.0,,1,False,10,12,0,2025-10-28,26,3,1
G,2025-10-28 12:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,12,0,2025-10-28,37,2,4
C,2025-10-28 12:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,12,0,2025-10-28,22,0,0
B,2025-10-28 12:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,12,0,2025-10-28,57,4,2
A,2025-10-28 13:00:00,0,1,55.0,55.0,1.0,0.0,0.0,,1,False,10,13,0,2025-10-28,51,2,2
B,2025-10-28 13:00:00,0,2,60.0,70.0,1.0,0.0,0.0,,1,False,10,13,0,2025-10-28,57,0,2
E,2025-10-28 13:00:00,1,4,60.0,60.0,1.0,0.0,0.0,,1,False,10,13,0,2025-10-28,55,2,7
G,2025-10-28 13:00:00,1,4,23.75,35.0,1.0,0.0,0.0,,1,False,10,13,0,2025-10-28,37,0,0
D,2025-10-28 13:00:00,0,2,47.5,65.0,1.0,0.0,0.0,,1,False,10,13,0,2025-10-28,47,0,5
C,2025-10-28 13:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,13,0,2025-10-28,22,0,2
F,2025-10-28 13:00:00,0,1,25.0,25.0,1.0,0.0,0.0,,1,False,10,13,0,2025-10-28,26,5,0
G,2025-10-28 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,14,0,2025-10-28,37,4,0
A,2025-10-28 14:00:00,0,2,55.0,55.0,1.0,0.0,0.0,,1,False,10,14,0,2025-10-28,51,1,2
E,2025-10-28 14:00:00,1,7,53.57142857142857,60.0,1.0,0.0,0.0,,1,False,10,14,0,2025-10-28,55,4,4
D,2025-10-28 14:00:00,1,5,45.0,65.0,1.0,0.0,0.0,,1,False,10,14,0,2025-10-28,47,2,0
B,2025-10-28 14:00:00,0,2,62.5,70.0,1.0,0.0,0.0,,1,False,10,14,0,2025-10-28,57,2,3
C,2025-10-28 14:00:00,0,2,37.5,40.0,1.0,0.0,0.0,,1,False,10,14,0,2025-10-28,22,0,1
F,2025-10-28 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,14,0,2025-10-28,26,1,0
G,2025-10-28 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,15,0,2025-10-28,37,0,0
B,2025-10-28 15:00:00,1,3,65.0,70.0,1.0,0.0,0.0,,1,False,10,15,0,2025-10-28,57,2,3
D,2025-10-28 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,15,0,2025-10-28,47,5,3
E,2025-10-28 15:00:00,1,4,27.5,30.0,1.0,0.0,0.0,,1,False,10,15,0,2025-10-28,55,7,3
A,2025-10-28 15:00:00,0,2,65.0,65.0,1.0,0.0,0.0,,1,False,10,15,0,2025-10-28,51,2,2
F,2025-10-28 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,15,0,2025-10-28,26,0,0
C,2025-10-28 15:00:00,0,1,35.0,35.0,1.0,0.0,0.0,,1,False,10,15,0,2025-10-28,22,2,0
C,2025-10-28 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,16,0,2025-10-28,22,1,2
G,2025-10-28 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,16,0,2025-10-28,37,0,0
E,2025-10-28 16:00:00,1,3,26.666666666666668,30.0,1.0,0.0,0.0,,1,False,10,16,0,2025-10-28,55,4,3
B,2025-10-28 16:00:00,1,3,53.333333333333336,70.0,1.0,0.0,0.0,,1,False,10,16,0,2025-10-28,57,3,6
F,2025-10-28 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,16,0,2025-10-28,26,0,1
D,2025-10-28 16:00:00,1,3,56.666666666666664,65.0,1.0,0.0,0.0,,1,False,10,16,0,2025-10-28,47,0,6
A,2025-10-28 16:00:00,0,2,50.0,70.0,1.0,0.0,0.0,,1,False,10,16,0,2025-10-28,51,2,5
B,2025-10-28 17:00:00,1,6,51.666666666666664,60.0,1.0,0.0,0.0,,1,False,10,17,0,2025-10-28,57,3,3
G,2025-10-28 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,17,0,2025-10-28,37,0,4
F,2025-10-28 17:00:00,0,1,25.0,25.0,1.0,0.0,0.0,,1,False,10,17,0,2025-10-28,26,0,2
C,2025-10-28 17:00:00,0,2,32.5,35.0,1.0,0.0,0.0,,1,False,10,17,0,2025-10-28,22,0,1
E,2025-10-28 17:00:00,0,3,28.333333333333332,30.0,1.0,0.0,0.0,,1,False,10,17,0,2025-10-28,55,3,2
A,2025-10-28 17:00:00,1,5,37.0,55.0,1.0,0.0,0.0,,1,False,10,17,0,2025-10-28,51,2,3
D,2025-10-28 17:00:00,1,6,45.833333333333336,65.0,1.0,0.0,0.0,,1,False,10,17,0,2025-10-28,47,3,3
C,2025-10-28 18:00:00,0,1,30.0,30.0,1.0,0.0,0.0,,1,False,10,18,0,2025-10-28,22,2,2
A,2025-10-28 18:00:00,1,3,51.666666666666664,65.0,1.0,0.0,0.0,,1,False,10,18,0,2025-10-28,51,5,3
E,2025-10-28 18:00:00,1,2,42.5,55.0,1.0,0.0,0.0,,1,False,10,18,0,2025-10-28,55,3,3
D,2025-10-28 18:00:00,1,3,40.0,45.0,1.0,0.0,0.0,,1,False,10,18,0,2025-10-28,47,6,6
G,2025-10-28 18:00:00,1,4,28.75,45.0,1.0,0.0,0.0,,1,False,10,18,0,2025-10-28,37,0,3
B,2025-10-28 18:00:00,1,3,58.333333333333336,70.0,1.0,0.0,0.0,,1,False,10,18,0,2025-10-28,57,6,4
F,2025-10-28 18:00:00,1,2,22.5,25.0,1.0,0.0,0.0,,1,False,10,18,0,2025-10-28,26,1,4
D,2025-10-28 19:00:00,1,6,49.166666666666664,65.0,1.0,0.0,0.0,,1,False,10,19,0,2025-10-28,47,3,0
B,2025-10-28 19:00:00,1,4,111.25,245.0,0.75,0.0,0.25,,1,False,10,19,0,2025-10-28,57,3,2
G,2025-10-28 19:00:00,1,3,23.333333333333332,30.0,1.0,0.0,0.0,,1,False,10,19,0,2025-10-28,37,4,2
F,2025-10-28 19:00:00,1,4,36.25,50.0,1.0,0.0,0.0,,1,False,10,19,0,2025-10-28,26,2,0
C,2025-10-28 19:00:00,0,2,27.5,30.0,1.0,0.0,0.0,,1,False,10,19,0,2025-10-28,22,1,3
E,2025-10-28 19:00:00,1,3,28.333333333333332,30.0,1.0,0.0,0.0,,1,False,10,19,0,2025-10-28,55,2,6
A,2025-10-28 19:00:00,0,3,56.666666666666664,65.0,1.0,0.0,0.0,,1,False,10,19,0,2025-10-28,51,3,3
G,2025-10-28 20:00:00,1,2,27.5,35.0,1.0,0.0,0.0,,1,False,10,20,0,2025-10-28,37,3,1
C,2025-10-28 20:00:00,1,3,25.0,35.0,1.0,0.0,0.0,,1,False,10,20,0,2025-10-28,22,2,2
F,2025-10-28 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,20,0,2025-10-28,26,4,0
E,2025-10-28 20:00:00,1,6,26.666666666666668,30.0,1.0,0.0,0.0,,1,False,10,20,0,2025-10-28,55,3,0
D,2025-10-28 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,20,0,2025-10-28,47,6,3
B,2025-10-28 20:00:00,0,2,45.0,55.0,1.0,0.0,0.0,,1,False,10,20,0,2025-10-28,57,4,1
A,2025-10-28 20:00:00,0,3,43.333333333333336,55.0,1.0,0.0,0.0,,1,False,10,20,0,2025-10-28,51,3,3
A,2025-10-28 21:00:00,0,3,38.333333333333336,55.0,1.0,0.0,0.0,,1,False,10,21,0,2025-10-28,51,3,1
B,2025-10-28 21:00:00,0,1,35.0,35.0,1.0,0.0,0.0,,1,False,10,21,0,2025-10-28,57,2,1
G,2025-10-28 21:00:00,0,1,15.0,15.0,1.0,0.0,0.0,,1,False,10,21,0,2025-10-28,37,2,4
C,2025-10-28 21:00:00,1,2,20.0,20.0,1.0,0.0,0.0,,1,False,10,21,0,2025-10-28,22,3,0
D,2025-10-28 21:00:00,1,3,56.666666666666664,65.0,1.0,0.0,0.0,,1,False,10,21,0,2025-10-28,47,0,2
F,2025-10-28 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,21,0,2025-10-28,26,0,0
E,2025-10-28 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,21,0,2025-10-28,55,6,2
A,2025-10-28 22:00:00,0,1,65.0,65.0,1.0,0.0,0.0,,1,False,10,22,0,2025-10-28,51,3,0
E,2025-10-28 22:00:00,1,2,27.5,30.0,1.0,0.0,0.0,,1,False,10,22,0,2025-10-28,55,0,0
F,2025-10-28 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,22,0,2025-10-28,26,0,0
G,2025-10-28 22:00:00,1,4,23.75,30.0,1.0,0.0,0.0,,1,False,10,22,0,2025-10-28,37,1,1
B,2025-10-28 22:00:00,0,1,70.0,70.0,1.0,0.0,0.0,,1,False,10,22,0,2025-10-28,57,1,0
C,2025-10-28 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,22,0,2025-10-28,22,2,0
D,2025-10-28 22:00:00,1,2,60.0,65.0,1.0,0.0,0.0,,1,False,10,22,0,2025-10-28,47,3,0
D,2025-10-28 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,23,0,2025-10-28,47,2,0
G,2025-10-28 23:00:00,0,1,30.0,30.0,1.0,0.0,0.0,,1,False,10,23,0,2025-10-28,37,4,0
C,2025-10-28 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,23,0,2025-10-28,22,0,0
E,2025-10-28 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,23,0,2025-10-28,55,2,0
A,2025-10-28 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,23,0,2025-10-28,51,1,0
B,2025-10-28 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,23,0,2025-10-28,57,1,0
F,2025-10-28 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,1,False,10,23,0,2025-10-28,26,0,0
C,2025-10-29 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,0,0,2025-10-29,22,0,0
F,2025-10-29 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,0,0,2025-10-29,26,0,0
A,2025-10-29 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,0,0,2025-10-29,51,0,0
D,2025-10-29 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,0,0,2025-10-29,47,0,0
G,2025-10-29 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,0,0,2025-10-29,36,1,0
E,2025-10-29 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,0,0,2025-10-29,52,0,0
B,2025-10-29 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,0,0,2025-10-29,62,0,0
A,2025-10-29 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,1,0,2025-10-29,51,0,0
D,2025-10-29 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,1,0,2025-10-29,47,0,0
G,2025-10-29 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,1,0,2025-10-29,36,0,0
E,2025-10-29 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,1,0,2025-10-29,52,0,0
C,2025-10-29 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,1,0,2025-10-29,22,0,0
F,2025-10-29 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,1,0,2025-10-29,26,0,0
B,2025-10-29 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,1,0,2025-10-29,62,0,0
B,2025-10-29 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,2,0,2025-10-29,62,0,0
A,2025-10-29 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,2,0,2025-10-29,51,0,0
E,2025-10-29 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,2,0,2025-10-29,52,0,0
C,2025-10-29 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,2,0,2025-10-29,22,0,0
F,2025-10-29 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,2,0,2025-10-29,26,0,0
G,2025-10-29 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,2,0,2025-10-29,36,0,1
D,2025-10-29 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,2,0,2025-10-29,47,0,0
E,2025-10-29 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,3,0,2025-10-29,52,0,0
F,2025-10-29 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,3,0,2025-10-29,26,0,0
D,2025-10-29 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,3,0,2025-10-29,47,0,0
A,2025-10-29 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,2,False,10,3,0,2025-10-29,51,0,2
